SECID,BOARDID,FACEVALUE,PREVLEGALCLOSEPRICE,COUPONVALUE,COUPONPERIOD,COUPONPERCENT,NEXTCOUPON,MATDATE,ACCRUEDINT,LATNAME,YIELD,DURATION,exclude
RU000A100DQ4,TQCB,111.72,93.36,2.65,91,9.5,2026-07-05,2029-04-05,2.3,DOM.RF Mortgage agent 09-002P,0.0,0,True
RU000A100DZ5,TQCB,1000.0,100.23,37.4,91,15.0,2026-08-20,2029-05-17,13.56,Sovkombank B0-P01,13.17,63,True
RU000A100ET6,TQCB,1000.0,99.55,70.31,182,14.1,2026-11-26,2039-05-12,10.04,DOM.RF 001P-06R,15.94,161,True
RU000A100EV2,TQCB,1000.0,89.97,0.5,182,0.1,2026-11-26,2029-05-24,0.07,UOMP PO BO-P01,7.96,1065,True
RU000A100FE5,TQCB,1000.0,98.97,28.4,91,11.39,2026-09-03,2034-05-25,5.93,STLC BO 001P-14,18.42,77,True
RU000A100GW5,TQCB,10000000.0,85.5,373972.6,91,15.0,2026-09-17,0000-00-00,20547.95,ALFA-BANK CO1-01,17.54,0,True
RU000A100HY9,TQCB,1000.0,99.99,39.39,182,7.9,2026-06-25,2026-06-25,38.96,RZD BO 001P-16R,9.76,2,True
RU000A100KY3,TQCB,1000.0,94.44,44.88,182,9.0,2026-07-06,2029-07-02,41.67,Rosneft 002P-08,12.13,945,True
RU000A100L55,TQCB,1000.0,,19.7,91,7.9,2026-07-08,2026-07-08,16.45,MTS 001P-11,0.0,0,True
RU000A100ME1,TQCB,1000.0,103.0,64.82,91,26.0,2026-07-14,2029-07-10,49.86,ARAGON LLC BO-P02,18.35,0,True
RU000A100MZ6,TQCB,1000.0,102.0,1.31,2981,0.016,2027-10-04,2032-03-15,0.0,SberIOS 001P-119R 12Y ZPIF,0.0,0,True
RU000A100N12,TQCB,1000.0,91.45,54.35,182,10.9,2026-07-20,2029-07-16,46.29,Sistema PJSFC 001P-11,21.75,364,True
RU000A100PB0,TQCB,1000.0,99.51,57.34,91,23.0,2026-07-28,2026-07-28,35.29,GUP JKH RS (Ya) BO-01,37.71,35,True
RU000A100Q35,TQCB,1000.0,99.75,15.62,30,19.0,2026-07-07,2026-07-07,8.33,PR-Leasing LLC BO 001P-03,17.58,14,True
RU000A100Q50,TQCB,1000.0,99.12,47.37,91,19.0,2026-08-04,2029-07-31,25.51,Samolet Group BO-P05,23.98,134,True
RU000A100QA0,TQCB,1000.0,88.24,46.75,91,18.75,2026-08-05,2029-08-01,24.66,Samolet Group BO-P06,37.35,369,True
RU000A100SZ3,TQCB,1000.0,99.58,76.04,182,15.25,2026-08-27,2029-08-23,48.88,Russian Post BO-001P-06,15.62,70,True
RU000A100T81,TQCB,250.0,98.09,2.47,30,12.0,2026-07-04,2026-08-03,1.56,UniMetriks 01,30.73,41,True
RU000A100TB2,TQCB,1000.0,109.51,44.88,91,18.0,2026-09-01,2029-08-28,10.36,PNPPK 001P-01,15.64,912,True
RU000A100UT2,TQCB,1000.0,100.7,90.75,182,18.2,2026-09-15,2029-09-11,48.87,Russian Post BO-001P-08,16.01,87,True
RU000A100VG7,TQCB,1000.0,90.25,10.47,182,2.1,2026-09-17,2029-09-13,5.52,SUEK-Finance 001P-03R,18.11,271,True
RU000A100VX2,TQCB,1000.0,101.95,72.3,182,14.5,2026-09-30,2029-09-26,32.97,Inter.Bank for Econ.Co 001P-01,13.7,431,True
RU000A100W60,TQCB,1000.0,102.77,97.23,182,19.5,2026-09-24,2029-09-20,47.55,Europlan BO-03,15.74,263,True
RU000A100WF7,TQCB,300.0,99.28,5.4,90,7.3,2026-07-05,2026-10-08,4.68,The city of Novosibirsk 35010,16.01,105,True
RU000A100YQ0,TQCB,1000.0,90.0,22.44,91,9.0,2026-07-16,2029-10-11,16.77,Rosneft 002P-09,13.38,1028,True
RU000A100YY4,TQCB,178.78,85.48,3.16,91,7.1,2026-07-28,2050-01-28,1.95,DOM.RF Mortgage agent 11-002P,0.0,0,True
RU000A100ZB9,TQCB,156.88,90.72,1.15,31,8.631,2026-06-28,2049-09-28,0.0,DOM.RF Mortgage agent 10-002P,0.0,0,True
RU000A101012,TQCB,1000.0,100.78,89.75,182,18.0,2026-10-27,2029-10-23,27.62,Sistema PJSFC 001P-12,18.56,296,True
RU000A1010B7,TQCB,1000.0,97.58,34.16,182,6.85,2026-10-30,2026-10-30,9.95,Transneft BO-001P-13,13.87,129,True
RU000A1010D3,TQCB,300.0,98.14,5.2,91,6.95,2026-08-03,2026-11-02,2.86,Republic of Sakha (Yakutia) 13,15.5,100,True
RU000A1011B5,TQCB,400.0,97.35,6.93,91,6.95,2026-08-06,2026-11-12,3.58,Krasnodar Territory 35003,14.04,140,True
RU000A1013N6,TQCB,1000.0,69.72,16.85,30,20.5,2026-07-22,2029-10-04,0.56,Pioneer Leasing BO-P03,43.36,806,True
RU000A1013P1,TQCB,1000.0,97.48,36.25,182,7.27,2026-11-17,2026-11-17,6.97,VEB.RF PBO-001P-18,15.22,147,True
RU000A1013U1,TQCB,1000.0,102.75,39.77,91,15.95,2026-08-20,2029-11-15,14.42,SLAVNEFT 001P-03,14.81,468,True
RU000A1014J2,TQCB,10000000.0,101.55,908504.11,182,18.22,2026-11-24,2030-05-21,139769.86,Bank VTB T2-3,18.16,1072,True
RU000A1014U9,TQCB,1000.0,100.0,48.62,91,19.5,2026-08-26,2029-11-21,14.42,TC Kirovskyyi 001P-01R,20.87,0,True
RU000A101590,TQCB,1000.0,97.13,70.31,182,14.1,2026-11-27,2039-11-11,9.66,DOM.RF 001P-07R,22.25,0,True
RU000A1015T8,TQCB,1000.0,100.0,84.77,182,17.0,2026-12-04,2029-11-30,8.38,Pharmacy Chain 36.6 001P-01,15.69,0,True
RU000A101616,TQCB,150000.0,77.0,6454.77,182,8.63,2026-12-03,0000-00-00,56716.87634,Rosselkhozbank C01E-01,11.21,0,True
RU000A1016B4,TQCB,195.1,,0.0,91,,2026-07-28,2049-07-28,0.0,DOM.RF Mortgage agent 12-002P,0.0,0,True
RU000A1016N9,TQCB,250.0,97.59,4.18,91,6.7,2026-09-08,2026-12-15,0.64,Sverdlovsk Region 06,10.84,173,True
RU000A101780,TQCB,1000.0,98.45,72.3,182,14.5,2026-12-10,2029-12-06,4.77,EXIMBANK OF RUSSIA 002P-01,16.51,502,True
RU000A1017J5,TQCB,1000.0,81.42,17.83,91,7.15,2026-09-11,2029-12-07,2.15,Gazprom Neft 003P-02R,15.14,1109,True
RU000A1018M7,TQCB,1000.0,95.63,17.05,91,6.84,2026-07-15,2026-12-25,12.93,SCPF FPF 01,16.77,181,True
RU000A1018N5,TQCB,1000.0,,81.03,182,16.25,2026-12-15,2029-12-11,3.12,Concern ROSSIUM 001P-03,0.0,0,True
RU000A1018T2,TQCB,164.47,93.49,0.0,30,,2026-07-07,2050-05-07,0.0,DOM.RF Mortgage agent 13-002P,0.0,0,True
RU000A1019A0,TQCB,172.89,125.0,2.83,92,6.5,2026-08-28,2040-05-28,0.8,DOM.RF Mortgage agent 04-001P,0.0,0,True
RU000A101CL5,TQCB,1000.0,79.9,16.83,91,6.75,2026-07-23,2035-01-11,11.28,FGC ROSSETI BO 001P-04R,14.86,1137,True
RU000A101CQ4,TQCB,1000.0,100.8,99.23,182,19.9,2026-07-22,2030-01-16,83.42,SUEK-Finance 001P-05R,19.65,199,True
RU000A101D96,TQCB,636.08,,36.75,92,22.922,2026-08-15,2031-02-15,15.57,SFC RuSol 1 class V,0.0,0,True
RU000A101DA6,TQCB,436.81,92.72,18.08,92,16.422,2026-08-15,2031-02-15,7.66,SFC RuSol 1 class A,0.0,0,True
RU000A101DB4,TQCB,530.0,95.35,27.28,92,20.422,2026-08-15,2031-02-15,11.56,SFC RuSol 1 class B,0.0,0,True
RU000A101EQ0,TQCB,150000.0,88.5,4875.0,365,3.25,2027-05-26,2032-05-24,31476.456548,Bank GPB GPB-T2-02E,4.83,0,True
RU000A101FG8,TQCB,1000.0,95.56,33.16,182,6.65,2026-08-12,2027-02-10,24.05,Rostelecom 002P-02R,14.06,226,True
RU000A101FH6,TQCB,1000.0,95.5,16.45,91,6.6,2026-08-13,2027-02-11,7.23,MTS 001P-14,14.92,228,True
RU000A101GD3,TQCB,250.0,91.32,4.33,91,6.95,2026-08-20,2028-02-17,1.57,STLC BO 001P-16,16.24,396,True
RU000A101H84,TQCB,1000.0,98.78,75.04,182,15.05,2026-08-26,2030-02-20,48.65,RZD BO 001P-18R,16.31,1026,True
RU000A101H92,TQCB,10000000.0,,62328.77,91,2.5,2026-08-26,2040-03-27,18493.15,PSB PAO 15,0.0,0,True
RU000A101J33,TQCB,10000000.0,,62328.77,91,2.5,2026-09-07,2029-09-29,10273.97,PSB PAO 16,0.0,0,True
RU000A101JD7,TQCB,207.43,83.39,3.36,91,6.5,2026-07-28,2045-04-28,2.07,DOM.RF Mortgage agent 05-001P,0.0,0,True
RU000A101LS1,TQCB,1000.0,,37.65,182,7.55,2026-10-15,2027-04-15,14.07,RZD BO 001P-19R,0.0,0,True
RU000A101M04,TQCB,1000.0,96.11,36.65,182,7.35,2026-10-16,2027-03-15,13.49,RZD BO 001P-20R,14.25,260,True
RU000A101MB5,TQCB,1000.0,101.08,33.66,91,13.5,2026-07-22,2030-04-17,22.93,Sovkombank B0-P02,13.93,289,True
RU000A101NG2,TQCB,1000.0,97.68,16.45,91,6.6,2026-08-06,2026-11-05,8.5,MTS 001P-15,13.04,134,True
RU000A101NH0,TQCB,1000.0,,16.45,91,6.6,2026-08-06,2027-05-06,8.5,MTS 001P-16,0.0,0,True
RU000A101P27,TQCB,400.0,95.71,6.47,91,6.49,2026-09-11,2027-05-12,0.78,Republic of Sakha Yakutia35014,14.63,218,True
RU000A101Q26,TQCB,1000.0,98.97,79.78,182,16.0,2026-11-18,2030-05-15,14.9,Sistema PJSFC 001P-13,20.19,153,True
RU000A101QL5,TQCB,1000.0,100.32,39.89,91,16.0,2026-08-24,2035-05-14,12.71,STLC BO 001P-17,17.11,677,True
RU000A101QN1,TQCB,1000.0,94.03,29.42,182,5.9,2026-11-24,2027-05-25,4.53,Gazprom capital LLC BO-001P-04,13.5,331,True
RU000A101RJ7,TQCB,1000.0,102.85,81.78,182,16.4,2026-12-07,2030-06-03,6.74,Inter.Bank for Econ.Co 001P-02,15.02,494,True
RU000A101RT6,TQCB,1000.0,99.98,0.0,0,,0000-00-00,2026-06-22,0.0,Republic of Kazakhstan 05,0.0,0,True
RU000A101RV2,TQCB,1000.0,91.31,32.66,182,6.55,2026-09-16,2027-09-15,17.41,Republic of Kazakhstan 07,14.64,431,True
RU000A101RW0,TQCB,1000.0,89.49,38.34,182,7.69,2026-12-21,2028-06-19,0.21,Republic of Kazakhstan 08,15.21,685,True
RU000A101RZ3,TQCB,1000.0,76.69,34.9,182,7.0,2026-09-16,2030-09-11,18.6,Republic of Kazakhstan 11,15.33,1299,True
RU000A101S08,TQCB,1000.0,78.48,39.49,182,7.92,2026-12-21,2031-06-16,0.22,Republic of Kazakhstan 12,14.96,1491,True
RU000A101S16,TQCB,1000.0,78.66,39.49,182,7.92,2026-12-21,2031-06-16,0.22,Republic of Kazakhstan 13,14.83,1492,True
RU000A101SC0,TQCB,1000.0,92.81,19.55,91,7.84,2026-09-02,2035-05-23,4.3,STLC BO 001P-18,17.1,338,True
RU000A101SD8,TQCB,1000.0,85.71,19.87,91,7.97,2026-09-02,2035-05-23,4.37,STLC BO 001P-19,18.04,660,True
RU000A101SF3,TQCB,1000.0,94.39,19.95,91,8.0,2026-09-02,2030-05-29,4.38,Rosneft 002P-10,14.72,338,True
RU000A101T56,TQCB,1000.0,102.98,91.75,182,18.4,2026-12-08,2030-06-04,7.06,EXIMBANK OF RUSSIA 002P-02,16.82,337,True
RU000A101T64,TQCB,1000.0,105.79,45.5,91,18.25,2026-09-08,2030-06-04,7.0,SLAVNEFT 001P-01,14.42,330,True
RU000A101T72,TQCB,1000.0,99.95,87.26,182,17.5,2026-12-08,2030-06-04,6.71,Pharmacy Chain 36.6 002P-01,16.3,0,True
RU000A101TB0,TQCB,1000.0,93.8,32.86,182,6.59,2026-12-10,2027-06-10,2.17,VEB.RF PBO-001P-19,14.14,346,True
RU000A101TD6,TQCB,175.26,83.82,2.61,92,5.9,2026-08-28,2049-05-28,0.74,DOM.RF Mortgage agent 15-002P,0.0,0,True
RU000A101TT2,TQCB,1000.0,93.48,86.06,182,17.26,2026-12-18,0000-00-00,1.89,RZD 001B-01,18.51,0,True
RU000A101U61,TQCB,500.0,96.23,16.45,182,6.6,2026-06-26,2027-06-25,16.18,Ulyanovskaya oblast 35002,15.56,171,True
RU000A101U95,TQCB,204.84,,2.97,92,5.75,2026-08-28,2047-05-28,0.84,DOM.RF Mortgage agent 14-002P,0.0,0,True
RU000A101UE2,TQCB,1000.0,94.2,33.11,182,6.64,2026-12-21,2030-06-17,0.18,EXIMBANK OF RUSSIA 002P-03,14.9,360,True
RU000A101UU8,TQCB,153.12,,3.9,91,10.21,2026-07-08,2027-01-08,3.26,SPE Social Development 01,0.0,0,True
RU000A101UW4,TQCB,153.12,100.0,6.23,91,16.31,2026-07-08,2027-01-08,5.2,SPE Social Development 02,18.24,101,True
RU000A101WR0,TQCB,1000.0,100.26,50.36,182,10.1,2026-07-08,2026-07-08,46.21,OGK-2 002P-01,4.14,15,True
RU000A101XD8,TQCB,1000.0,100.1,109.7,182,22.0,2026-07-14,2026-07-14,97.04,MaximaTelecom BO-P01,21.88,21,True
RU000A101XN7,TQCB,1000.0,94.27,26.18,91,10.5,2026-07-15,2030-07-10,19.85,Sistema PJSFC 001P-14,20.72,285,True
RU000A101XS6,TQCB,1000.0,100.06,82.27,182,16.5,2026-07-15,2026-07-15,72.33,MIPC JSC BO 001P-04,15.64,22,True
RU000A101Y18,TQCB,1000.0,88.5,79.28,182,15.9,2026-07-24,0000-00-00,65.78,RZD 001B-02,17.97,0,True
RU000A101Z17,TQCB,600.0,95.95,9.12,91,6.1,2026-07-23,2027-07-29,6.12,Sverdlovsk Region 35008,14.65,201,True
RU000A101Z74,TQCB,1000.0,98.14,63.23,181,12.75,2026-07-31,2030-07-31,49.95,Gazprombank BO 001P-17P,14.8,667,True
RU000A101ZH4,TQCB,1000.0,103.0,87.01,182,17.45,2026-07-28,2030-07-23,70.28,Russian Post BO-001P-10,16.37,632,True
RU000A101ZU7,TQCB,122.47,102.51,1.96,92,6.35,2026-09-12,2052-12-12,0.23,MA Absolut 5 01,6.19,0,True
RU000A1020L5,TQCB,200.0,99.05,2.89,91,5.8,2026-08-04,2026-08-04,1.56,Samara Region 35015,14.07,42,True
RU000A102192,TQCB,1000.0,100.02,88.51,182,17.75,2026-08-10,2030-08-05,65.16,Concern ROSSIUM 002P-01,14.8,0,True
RU000A1021A6,TQCB,1000.0,100.02,88.51,182,17.75,2026-08-10,2030-08-05,65.16,Concern ROSSIUM 002P-02,14.8,0,True
RU000A1021F5,TQCB,1589.18,,10.34,181,1.31,2026-07-31,2049-05-17,8.16,New Concession Company 11,0.0,0,True
RU000A1021G3,TQCB,1000.0,100.38,93.49,182,18.75,2026-08-11,2030-08-06,68.32,RVK-Invest 001P-01,19.03,52,True
RU000A1022E6,TQCB,1000.0,100.2,15.62,30,19.0,2026-06-27,2029-08-10,13.53,PR-Leasing LLC BO 002P-01,20.73,207,True
RU000A1023K1,TQCB,1000.0,100.43,82.27,182,16.5,2026-08-31,2030-08-26,51.08,Sistema PJSFC 001P-15,17.06,72,True
RU000A1024L7,TQCB,400.0,95.84,6.61,90,6.7,2026-07-28,2027-07-23,4.04,Tomsk Region 2020,15.51,201,True
RU000A102556,TQCB,1000.0,92.27,26.8,91,10.75,2026-09-15,2027-09-14,2.06,SEZ S.Ordzhonikidze 001P-02,19.51,424,True
RU000A102564,TQCB,1000.0,84.95,83.07,182,16.66,2026-09-23,0000-00-00,41.08,RZD 001B-03,19.61,0,True
RU000A1026H0,TQCB,1000.0,100.21,79.78,182,16.0,2026-09-25,2030-09-20,38.58,HYDROMASHSERVICE BO-03,15.53,99,True
RU000A1027B1,TQCB,1000.0,108.91,0.5,1833,0.01,2026-07-06,2026-07-06,0.0,SberIOS 001P-349R 5Y MIX,0.0,0,True
RU000A102879,TQCB,10000000.0,96.24,830717.81,182,16.66,2026-10-07,2031-04-02,346893.15,Bank VTB SUB-T2-1,19.01,1215,True
RU000A102887,TQCB,10000000.0,85.8,857643.84,182,17.2,2026-10-07,2031-04-02,358136.99,Bank VTB SUB-T2-2,23.35,1165,True
RU000A1028T1,TQCB,1000.0,,16.45,91,6.6,2026-07-14,2035-10-02,12.66,FGC ROSSETI BO 001P-02R,0.0,0,True
RU000A1028U9,TQCB,1000.0,92.3,81.92,182,16.43,2026-10-15,0000-00-00,30.61,RZD 001B-04,17.8,0,True
RU000A102952,TQCB,1000.0,93.67,24.93,91,10.0,2026-07-14,2027-10-12,19.18,VIS FINANCE BO-P01,17.88,442,True
RU000A102986,TQCB,1000.0,101.14,94.24,182,18.9,2026-10-15,2030-10-10,35.21,SUEK - Finance 001P-06R,17.95,285,True
RU000A102A15,TQCB,500.0,95.5,15.08,182,6.05,2026-10-13,2027-04-13,5.8,Saint-Petersburg 35003,14.9,216,True
RU000A102AP8,TQCB,257.27,79.22,3.37,92,5.2,2026-08-28,2050-11-28,0.95,DOM.RF Mortgage agent 17-002P,0.0,0,True
RU000A102BK7,TQCB,1000.0,84.15,24.68,91,9.9,2026-07-31,2030-10-25,14.38,O'KEY LLC BO 001P-04,16.4,1253,True
RU000A102CK5,TQCB,100000.0,98.25,1125.0,365,1.125,2026-11-20,2027-11-20,55775.873628,RUS-27 EUR,2.4,0,True
RU000A102CL3,TQCB,100000.0,80.0,1850.0,365,1.85,2026-11-20,2032-11-20,91720.830532,RUS-32 EUR,5.65,0,True
RU000A102CR0,TQCB,300.0,96.92,4.45,91,5.95,2026-08-11,2026-11-10,2.05,Moscow Region MEF 35015,14.13,139,True
RU000A102CT6,TQCB,400.0,93.65,6.23,91,6.25,2026-08-12,2027-11-17,2.81,Sverdlovsk Region 35009,14.99,308,True
RU000A102D46,TQCB,270.88,80.4,3.99,92,5.85,2026-08-28,2051-02-28,1.13,DOM.RF Mortgage agent 18-002P,0.0,0,True
RU000A102DB2,TQCB,1000.0,103.3,75.62,184,15.0,2026-11-20,2030-11-20,13.97,Gazprombank BO 001P-18P,14.58,1123,True
RU000A102E37,TQCB,1000000.0,81.0,80678.36,182,16.18,2026-08-26,0000-00-00,52307.95,RZD 001B-05,19.98,0,True
RU000A102E52,TQCB,1000.0,100.04,32.91,182,6.6,2026-11-18,2030-11-13,6.15,Russian Post BO-001P-09,6.67,0,True
RU000A102EE4,TQCB,1000.0,101.8,39.89,182,8.0,2026-11-19,2030-11-14,7.23,Rosneft 003P-02,3.81,154,True
RU000A102EF1,TQCB,1000.0,101.81,39.89,182,8.0,2026-11-19,2030-11-14,7.23,Rosneft 003P-01,3.81,154,True
RU000A102FE1,TQCB,1000000.0,93.0,83221.37,182,16.69,2026-09-28,0000-00-00,38867.12,RZD 001B-06,17.95,0,True
RU000A102FS1,TQCB,1000.0,92.43,25.68,91,10.3,2026-08-31,2030-11-25,6.21,Sistema PJSFC 001P-16,20.86,331,True
RU000A102FT9,TQCB,1000.0,99.21,87.26,182,17.5,2026-11-30,2030-11-25,10.55,Sistema PJSFC 001P-17,19.44,330,True
RU000A102FV5,TQCB,400.0,95.82,5.98,91,6.0,2026-09-01,2027-11-30,1.38,Chelyabinsk region 35001,12.96,277,True
RU000A102G35,TQCB,150.0,93.23,2.23,91,5.95,2026-09-01,2027-11-30,0.51,Moscow Region MEF 35016,14.67,330,True
RU000A102GA7,TQCB,1000000.0,,81725.48,182,16.39,2026-09-05,0000-00-00,48496.44,RZD 001B-07,0.0,0,True
RU000A102GD1,TQCB,227.93,83.21,3.45,92,6.0,2026-06-28,2049-12-28,3.26,DOM.RF Mortgage agent BO 1P3,0.0,0,True
RU000A102GJ8,TQCB,1000.0,99.0,63.92,183,12.75,2026-12-11,2030-12-11,4.19,Gazprombank BO 001P-19P,14.74,346,True
RU000A102GV3,TQCB,333.15,,5.03,91,6.05,2026-07-28,2045-10-28,3.09,DOM.RF Mortgage agent BO 1P1,0.0,0,True
RU000A102H34,TQCB,250.0,94.87,3.86,91,6.2,2026-09-08,2027-12-14,0.59,Stavropol region 35004,14.69,243,True
RU000A102HA5,TQCB,10000000.0,50.1,747945.21,182,15.0,2026-12-08,2030-12-03,57534.25,SME Bank C01,43.7,0,True
RU000A102HC1,TQCB,10000000.0,99.99,747945.21,182,15.0,2026-09-15,2031-03-11,402739.73,Sber 002SUB-02R,15.55,1244,True
RU000A102HU3,TQCB,1000.0,99.97,0.5,182,0.1,2026-12-09,2030-12-04,0.04,UOMZ B-P2,0.12,0,True
RU000A102HX7,TQCB,1000.0,,81.03,182,16.25,2026-12-09,2030-12-04,5.79,Concern ROSSIUM 002P-03,0.0,0,True
RU000A102JB9,TQCB,289.38,79.45,4.41,92,6.05,2026-08-28,2050-11-28,1.25,DOM.RF Mortgage agent BO 1P2,0.0,0,True
RU000A102K13,TQCB,259.82,85.93,5.17,92,7.9,2026-06-28,2051-06-28,4.89,DOM.RF Mortgage agent BO 1P4,0.0,0,True
RU000A102K39,TQCB,1000.0,99.83,69.81,182,14.0,2026-12-14,2030-12-09,3.07,RESO-LEASING BO-P-08,15.95,177,True
RU000A102K88,TQCB,700.0,149.06,20.59,182,5.9,2026-10-01,2028-09-28,9.28,Saint-Petersburg 35004,-11.49,0,True
RU000A102KN2,TQCB,300.0,93.48,4.56,91,6.1,2026-09-16,2027-06-16,0.3,Kaliningrad region 35003,13.9,350,True
RU000A102L53,TQCB,298.62,84.37,0.0,92,,2026-08-28,2051-05-28,0.0,DOM.RF Mortgage agent BO 1P6,0.0,0,True
RU000A102L61,TQCB,400.0,,5.98,91,6.0,2026-09-18,2027-12-17,0.26,Chelyabinsk region 35002,0.0,0,True
